date,close,open,high,low,turnover,volume,vwap,mktCap
1996-07-01,392.96,,,,,,,
1996-07-01,392.96,,,,,,,
1996-07-01,392.96,,,,,,,
1996-07-02,400.17,,,,,,,
1996-07-02,400.17,,,,,,,
1996-07-02,400.17,,,,,,,
1996-07-03,400.17,,,,,,,
1996-07-03,400.17,,,,,,,
1996-07-03,400.17,,,,,,,
1996-07-04,397.29,,,,,,,
1996-07-04,397.29,,,,,,,
1996-07-04,397.29,,,,,,,
1996-07-05,397.29,,,,,,,
1996-07-05,397.29,,,,,,,
1996-07-05,397.29,,,,,,,
1996-07-08,418.2,,,,,,,
1996-07-08,418.2,,,,,,,
1996-07-08,418.2,,,,,,,
1996-07-09,418.2,,,,,,,
1996-07-09,418.2,,,,,,,
1996-07-09,418.2,,,,,,,
1996-07-10,396.57,,,,,,,
1996-07-10,396.57,,,,,,,
1996-07-10,396.57,,,,,,,
1996-07-11,400.17,,,,,,,
1996-07-11,400.17,,,,,,,
1996-07-11,400.17,,,,,,,
1996-07-12,400.17,,,,,,,
1996-07-12,400.17,,,,,,,
1996-07-12,400.17,,,,,,,
1996-07-15,396.57,,,,,,,
1996-07-15,396.57,,,,,,,
1996-07-15,396.57,,,,,,,
1996-07-16,396.57,,,,,,,
1996-07-16,396.57,,,,,,,
1996-07-16,396.57,,,,,,,
1996-07-17,392.24,,,,,,,
1996-07-17,392.24,,,,,,,
1996-07-17,392.24,,,,,,,
1996-07-18,392.24,,,,,,,
1996-07-18,392.24,,,,,,,
1996-07-18,392.24,,,,,,,
1996-07-19,395.85,,,,,,,
1996-07-19,395.85,,,,,,,
1996-07-19,395.85,,,,,,,
1996-07-22,395.13,,,,,,,
1996-07-22,395.13,,,,,,,
1996-07-22,395.13,,,,,,,
1996-07-23,395.85,,,,,,,
1996-07-23,395.85,,,,,,,
1996-07-23,395.85,,,,,,,
1996-07-24,396.57,,,,,,,
1996-07-24,396.57,,,,,,,
1996-07-24,396.57,,,,,,,
1996-07-25,400.17,,,,,,,
1996-07-25,400.17,,,,,,,
1996-07-25,400.17,,,,,,,
1996-07-26,397.29,,,,,,,
1996-07-26,397.29,,,,,,,
1996-07-26,397.29,,,,,,,
1996-07-29,397.29,,,,,,,
1996-07-29,397.29,,,,,,,
1996-07-29,397.29,,,,,,,
1996-07-30,397.29,,,,,,,
1996-07-30,397.29,,,,,,,
1996-07-30,397.29,,,,,,,
1996-07-31,396.57,,,,,,,
1996-07-31,396.57,,,,,,,
1996-07-31,396.57,,,,,,,
1996-08-01,400.17,,,,,,,
1996-08-01,400.17,,,,,,,
1996-08-01,400.17,,,,,,,
1996-08-02,400.17,,,,,,,
1996-08-02,400.17,,,,,,,
1996-08-02,400.17,,,,,,,
1996-08-05,400.17,,,,,,,
1996-08-05,400.17,,,,,,,
1996-08-05,400.17,,,,,,,
1996-08-06,400.17,,,,,,,
1996-08-06,400.17,,,,,,,
1996-08-06,400.17,,,,,,,
1996-08-07,400.9,,,,,,,
1996-08-07,400.9,,,,,,,
1996-08-07,400.9,,,,,,,
1996-08-08,400.9,,,,,,,
1996-08-08,400.9,,,,,,,
1996-08-08,400.9,,,,,,,
1996-08-09,401.62,,,,,,,
1996-08-09,401.62,,,,,,,
1996-08-09,401.62,,,,,,,
1996-08-12,418.2,,,,,,,
1996-08-12,418.2,,,,,,,
